timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Fx_local,Fy_local,Fz_local,Tx_local,Ty_local,Tz_local,X_pos,Y_pos,Z_pos,RX,RY,RZ,MASS_ESTIMATED_kg
9352.892,0.22854327845148958,0.47813503000469915,-5.8498013082277005,-0.2529410279483048,0.29961286221926386,-0.014156692023500644,-0.6572515969914112,5.828401846061863,0.31428131007169846,-0.3920367949499506,-0.015535789694850324,0.0036377740090271617,0.37570083782894026,0.17923862391288317,0.4817613090678919,-1.4685912508648482,0.6065433699549916,-0.737504629709236,0.5963100212260652
9352.9,0.18788160127491338,0.4815812760484999,-5.763685268566368,-0.2556478802276545,0.2995249586597055,-0.01572003026016268,-0.679769417972313,5.739542400492007,0.28784452048134196,-0.3938466845171292,-0.01416990398934256,0.0014703034277465626,0.37569352297025593,0.17922003551332655,0.48178655673879506,-1.4685190253096738,0.6065409251511044,-0.7375541044184057,0.587531627784543
9352.908,0.363323923333855,0.5495621903043375,-5.960883781124693,-0.25308310701934544,0.299657084846243,-0.01533282809350893,-0.6322292647910805,5.94603017120189,0.45953202962663237,-0.39225184762285087,-0.014376138533083045,0.0035125278356706716,0.37570027885830154,0.1792254570323416,0.4817698230741048,-1.468560549590644,0.606555548149528,-0.737535990020253,0.6076334129586842
9352.916,0.09571056381987475,0.48873871465910135,-5.83894299860443,-0.2564238895464045,0.30256246457016056,-0.018729975156696402,-0.7509026145836369,5.807647895183346,0.22057328298989096,-0.3968772205664417,-0.01135258132060107,0.002767446306960233,0.37569608906714547,0.17921494802749716,0.48179188664979994,-1.4685320235445583,0.6065460153771131,-0.7375905148099,0.5952031598985147
9352.923999999999,0.10521814438183696,0.5784675857425565,-5.887138613398644,-0.2525043302335071,0.2971479996209475,-0.0172819999327819,-0.8159502453931491,5.8529487861674845,0.28515322648486274,-0.39012547427917404,-0.012286044118792284,0.0022815401464652465,0.37568454622373204,0.1792554477831268,0.48176884876124015,-1.4685634818593085,0.606519846804654,-0.7374686592279394,0.6001160666053663
9352.931999999999,0.09935359191781501,0.6144301666555485,-5.895470835536612,-0.2538775175931059,0.29847296441405435,-0.018907907304268765,-0.8480672732624094,5.859400321522171,0.3036144113069088,-0.39214230533473127,-0.010845373149545121,0.002050276075921949,0.375693504410741,0.17924468223766177,0.4817873298962925,-1.468539318014707,0.6064605722364053,-0.7375592060193138,0.600965426660205
9352.939999999999,0.2886569063259117,0.6303899963200319,-5.826804939466321,-0.25384446966857244,0.30043481509213543,-0.01635409670976288,-0.7315074996944723,5.804007811208458,0.45908633713178704,-0.3934126045344596,-0.013429732187380368,0.0034226111004357603,0.37568265387939054,0.1792211843474796,0.48180742248636016,-1.4684582094438952,0.6065173578133811,-0.7375179748470626,0.5939658450016637
9352.956,0.2856268293188755,0.5533874829777172,-5.929297415868143,-0.2545217041189876,0.2991152674918639,-0.015510895365297199,-0.682922938673548,5.908884552148864,0.4038413636241369,-0.3927899922652668,-0.014265143667250778,0.00208725700390176,0.3756855864066664,0.17923823749718198,0.4817891675605944,-1.4685104770058908,0.6065160929967037,-0.7374732818695487,0.6044135999865589
9352.964,0.02967721922196631,0.5252276974477752,-5.900943540099147,-0.255560071275418,0.30043928339786974,-0.018999808214699723,-0.8259239792800519,5.863339754277816,0.192291552857755,-0.3947303155730182,-0.01092918312626294,0.0020583184728380543,0.37568710592195265,0.17923814808513885,0.48180178204885216,-1.4684884424762856,0.6064809189220697,-0.7375234187334714,0.6015232966461923
9352.972,0.1518364436234556,0.43792844003421827,-5.7777995944008085,-0.2547528367396802,0.3020237096695688,-0.014795095192958713,-0.6713327526096798,5.752671619367138,0.2321321870455449,-0.39508567414774093,-0.015132461271480765,0.0038134722161235245,0.3757100757605113,0.17923950111351425,0.4817578631404357,-1.4686084760996385,0.6065450203050762,-0.737536536131883,0.5889703969827531
9352.98,0.04592187842293782,0.4968945164675116,-5.814380584963342,-0.254427579264507,0.3004984738896541,-0.015393995665181508,-0.7872152786421676,5.779341266759402,0.18852372162724032,-0.39376638324357144,-0.014433847351005537,0.0030660203639918645,0.3756760355588875,0.1792321813162814,0.4818087743277189,-1.468462825476915,0.6064784200800634,-0.7374964978347546,0.5926993460716964
9352.988,0.055953049497272644,0.3966972859450042,-5.896039571811281,-0.2525677646653586,0.29905587656989496,-0.016155956532309834,-0.7111017065100388,5.865285186449476,0.1286318677605321,-0.39152484047241715,-0.013487201592743133,0.0035075171792925113,0.3756869023875424,0.17924605117633646,0.4817862869461637,-1.468511548163332,0.6065033391575433,-0.737491767637146,0.601023401815625
9353.003999999999,0.1020735736929943,0.4464278452430719,-5.877609337329311,-0.2548082795431095,0.29882025272670587,-0.016209004592936956,-0.7172840202933788,5.848329446704289,0.19635344346052253,-0.39280584451523193,-0.013578956112179043,0.0016477435615250035,0.3756825609307298,0.17922173907026762,0.48179705583498084,-1.468470394676211,0.6065186938867513,-0.7375015018881338,0.599144682704313
9353.011999999999,0.13425663907509744,0.43262239260483426,-5.867386378200029,-0.2538229482210629,0.2995997231008811,-0.01580605104113674,-0.6854854625526745,5.840931711751135,0.21221760081351615,-0.3927242933265467,-0.01396228287010252,0.0029323136755514787,0.3756811293006519,0.17923676718589043,0.4817951435185548,-1.4685347029989906,0.6064569094495664,-0.7375030173452145,0.59810258697248
9353.02,0.03258140276605204,0.4576647963562781,-5.840982322411399,-0.25298007786153065,0.3002336257611289,-0.019110265470950114,-0.7682512997034192,5.806383555284455,0.15262062042453925,-0.39290791414384973,-0.010618630134352845,0.0038688210179504716,0.37570272744403105,0.17924743314477443,0.4817662606824291,-1.4685529842190892,0.6065401728983001,-0.737499313527258,0.5954110420398979
9353.028,0.08476610321643463,0.2480729163874713,-5.866944902751621,-0.2531415946435307,0.2998878575417613,-0.011799786356131402,-0.5777687000172347,5.844058035556655,0.05419374824478315,-0.39219646885157095,-0.017904773104170536,0.003738705411583298,0.3756869612081713,0.1792450018752044,0.4817883744045882,-1.4684962820850949,0.606501663208413,-0.737510880045243,0.5980575843783508
9353.044,0.1463699743448572,0.4367058876222423,-5.804507322246991,-0.25625528331844616,0.3003588741435266,-0.014640416914191767,-0.6758822184452559,5.778969040376204,0.2261448934984614,-0.39478994637256964,-0.015324140226830015,0.0016230472135191525,0.37568559447336497,0.17924775403255377,0.48178330115165613,-1.4685724487929448,0.6064760669001755,-0.7374810389342511,0.5916928972728839
9353.052,0.07210765134693631,0.36619438752380695,-5.8525724968919075,-0.25390750217455893,0.2998462672605463,-0.014922987171160126,-0.6746988220535143,5.824233645911874,0.12241981685973313,-0.39289827385646614,-0.014873790522198905,0.0030357787844786195,0.37569784389164407,0.17923936569538398,0.4817748169616434,-1.4685696615143484,0.6064815143462037,-0.7375636675722476,0.5965925073284309
9353.06,0.10052688525706088,0.35463150077646866,-5.827715006871088,-0.25659214231095184,0.30185274941788554,-0.013136606568917762,-0.6456378763324149,5.801932311169721,0.1373482674178516,-0.3960239065512428,-0.01692682271653926,0.0023934016843072965,0.37568707621422204,0.17925888382161306,0.4817687338254276,-1.4686230234362823,0.606435416133142,-0.7375061553600692,0.5940586143599478
9353.068,0.017606305673655953,0.4848539351461678,-5.898734570332459,-0.25485807425760043,0.30185153538142606,-0.019810447864366587,-0.8029014262199591,5.861835225328176,0.15716215364139163,-0.3954047250720156,-0.010115765564767412,0.0034951321528931766,0.3756881240031109,0.1792497446032342,0.4817797285244158,-1.4685284648535337,0.6065038624120151,-0.737479366656055,0.6012981213386808
9353.083999999999,-0.04256426917467593,0.4680955459493301,-5.846943300607562,-0.25373858595898663,0.2999288179248677,-0.019137700425105417,-0.8255475795581253,5.806517620304771,0.1024472383404533,-0.3931715958016009,-0.010644394436998269,0.00310008479364361,0.3756945431016321,0.17923496016807466,0.48177033183404083,-1.4685791127334875,0.6065168560266128,-0.7375067881667472,0.5960186850772234
9353.091999999999,0.003663320963003258,0.48767953977069745,-5.873742947083988,-0.2540890591106496,0.30076839164758074,-0.01647120847446889,-0.8122386020603207,5.835812939300184,0.14918697218586105,-0.3938325788629541,-0.013349396243936138,0.003445218236130411,0.37568778865141284,0.17922761017157599,0.48179150563474465,-1.468522007131284,0.6065480859349348,-0.7375264308186233,0.5987505552583066
9353.1,0.055655244170583984,0.36582507388914287,-5.906414106417667,-0.2532936883182941,0.2997039835162777,-0.015492277590503346,-0.6889998778550792,5.876752664564531,0.1082144871478353,-0.3924357357120441,-0.014244077388849872,0.003388294237323884,0.37569536979562085,0.17924118766938477,0.481774212047499,-1.4685657963944663,0.6065145391204562,-0.7375405947504768,0.6020809486664288
9353.108,0.14712270854360554,0.3786628776970655,-5.8795998106719995,-0.2539052568559833,0.29839641557720276,-0.01220547879550192,-0.6372429667707591,5.856096554114613,0.1864916892448494,-0.39159427864408203,-0.01751006200349991,0.0021430499078661513,0.3757031830248474,0.17922144312070376,0.4817773011224102,-1.4685290302913896,0.6065625487269565,-0.7375869447197222,0.5993475851857287
9353.124,0.019741753482673374,0.427396818594346,-5.846360087070934,-0.25410053711376773,0.2995591909347901,-0.014284990231389245,-0.7544070601431345,5.811952299130391,0.1227375464572664,-0.3927582618594948,-0.015503404762142773,0.002728545915291032,0.3756812384254571,0.17922749107802796,0.48179440676932883,-1.4685377528640913,0.60646986857442,-0.737538181488017,0.5959592341560586
9353.132,-0.0014546644840329748,0.294938425225153,-5.8542850513227815,-0.2559496506337015,0.2989704167740985,-0.015165433081031965,-0.6685265553243529,5.82342725974976,0.020284183345495838,-0.39358050417027024,-0.01473433435945707,0.0009001412038768771,0.37570861181207393,0.17923965852672233,0.4817713388810632,-1.4685719904224281,0.6065305346475975,-0.7375588251669264,0.5967670796455434
